327300.043969744,3923908.2412105505,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.453,1.009,1.023,0.486,0.229,0.175,0.14,0.233,0.162,0.062,0.232,0.28,0.453,0.577,1.824,1.837,1.773,2.169,2.373,1.169,0.65,0.58,0.499,0.369,0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,0.764,1.118,1.106,0.643,0.434,0.344,0.256,0.262,0.16,0.078,0.118,0.26,0.488,0.858,1.854,1.53,1.182,2.114,2.383,1.022,0.67,0.367,0.366,0.398,0.424
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.331,0.919,0.923,1.262,1.262,0.783,0.543,0.439,0.299,0.373,0.226,0.046,0.135,0.243,0.416,0.751,1.444,1.606,0.622,1.841,2.257,0.811,0.68,0.398,0.227,0.392,0.512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.635,0.765,1.157,1.196,0.76,0.546,0.5,0.426,0.385,0.27,0.152,0.192,0.332,0.545,0.813,1.365,1.743,0.958,1.784,2.25,0.988,0.903,0.596,0.253,0.411,0.574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814,0.645,0.778,1.156,1.477,1.461,1.144,0.884,0.957,1.155,1.034,1.038,1.118,1.351,1.569,1.579,1.908,1.977,1.163,1.71,2.213,1.108,1.155,1.096,0.509,0.45,0.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,0.73,0.827,0.925,1.187,1.562,1.717,1.252,0.783,1.164,1.149,1.172,1.275,1.506,1.486,1.397,1.543,1.543,0.741,1.873,2.281,1.418,1.413,1.382,0.796,0.6,0.751
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.801,1.149,0.993,0.991,1.103,1.038,0.997,1.37,1.508,0.683,0.67,0.7,0.714,0.866,1.171,1.073,1.097,1.212,1.36,0.547,1.375,2.174,1.866,2.094,2.011,1.31,1.102,1.242
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.632,0.965,0.958,0.954,1.143,1.249,1.372,1.626,1.719,0.852,0.871,0.881,0.896,1.237,1.363,1.155,1.081,1.127,1.193,0.702,1.173,1.86,1.71,2.017,2.396,1.872,1.75,2.014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587,0.83,0.898,1.069,1.232,1.351,1.515,1.871,2.742,1.538,1.507,1.847,1.98,2.123,1.996,1.699,1.577,1.512,1.38,1.167,1.257,1.68,1.646,1.848,2.046,1.709,1.614,1.85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,1.155,1.05,1.239,1.241,1.242,1.269,1.316,2.441,1.543,1.475,1.968,2.135,2.002,1.884,1.636,1.559,1.463,1.21,1.293,1.276,1.514,1.365,1.775,2.117,1.667,1.472,1.824
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062,1.555,1.463,1.436,1.428,1.426,1.487,1.485,1.498,2.451,1.705,1.295,1.526,1.447,1.44,1.186,1.022,0.989,0.972,1.035,1.141,1.001,1.416,1.421,1.557,2.232,2.61,2.581,2.903
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.513,1.442,1.423,1.463,1.528,1.553,1.667,1.764,1.849,2.819,3.525,3.124,2.798,2.439,2.235,1.904,1.703,1.621,1.552,1.548,1.388,1.132,1.365,1.773,1.899,2.419,3.146,3.348,3.433
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.059,1.187,1.225,1.279,1.324,1.376,1.431,1.467,1.702,3.227,2.943,2.453,2.253,2.058,1.843,1.699,1.592,1.453,1.383,1.031,0.86,0.993,1.203,1.38,1.685,2.138,2.229,2.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.885,1.032,0.966,0.94,0.922,0.944,0.907,0.853,0.771,0.769,1.394,0.954,0.908,0.943,1.034,1.02,1.062,1.048,1.011,1.007,0.814,0.892,1.078,0.987,0.883,1.112,1.029,1.024,1.019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.768,0.574,0.667,0.652,0.643,0.633,0.645,0.63,0.599,0.58,0.536,1.098,0.98,0.908,0.927,1.003,0.996,1.157,1.176,1.186,1.227,1.338,1.058,1.635,1.693,1.671,2.022,1.581,1.639,1.696
0.234,0.286,0.293,0.285,0.403,0.403,0.22,0.208,0.206,0.172,0.112,0.112,0.064,0.193,0.398,0.669,0.619,0.458,0.425,0.417,0.397,0.398,0.392,0.391,0.426,0.482,0.648,0.811,0.778,0.789,0.84,0.838,0.942,0.94,0.965,1.021,1.234,0.846,1.36,1.444,1.474,1.676,1.355,1.388,1.437
0.128,0.14,0.136,0.118,0.338,0.391,0.195,0.158,0.126,0.088,0.045,0.037,0.047,0.089,0.227,0.398,0.467,0.397,0.371,0.364,0.352,0.352,0.347,0.342,0.347,0.465,0.477,0.428,0.423,0.429,0.478,0.557,0.584,0.593,0.664,0.764,0.782,0.809,0.91,0.919,0.848,0.649,0.598,0.6,0.606
0.136,0.147,0.144,0.125,0.334,0.378,0.185,0.15,0.119,0.086,0.045,0.032,0.048,0.046,0.168,0.272,0.272,0.24,0.251,0.253,0.264,0.272,0.279,0.281,0.288,0.555,0.579,0.514,0.506,0.515,0.582,0.601,0.585,0.595,0.669,0.718,0.728,0.833,0.943,0.938,0.801,0.763,0.72,0.719,0.729
